sentence,CSR,キャリア支援,コスト削減,意欲向上,家庭支援,健康増進,地域対策,働き方改革,風土改革,利用促進,離職防止
定着しない要因について、そもそも学生が多く、最長でも4年間しか在籍せず、定着する環境下にない。,0,0,0,0,0,0,0,0,0,0,1
宿泊精算コースの詳細預り金部分についてタクシー業界の動向として、従業員はより賃率の良い会社に行く傾向なので、少しでも差別化要素として福利厚生を拡充していき、定着化を図りたいと思っている。,0,0,0,0,0,0,0,0,0,0,1
社員の定着率に課題感ありとのこと。,0,0,0,0,0,0,0,0,0,0,1
働き方改革が推奨されているため、福利厚生などの見直しを検討している,0,0,0,0,0,0,0,1,0,0,0
パートアルバイトの多い会社のため、囲い込み、定着化をネタにアプローチ。,0,0,0,0,0,0,0,0,0,0,1
CCIの顧客分析によれば、中小企業におけるサービスを継続している企業は、福利厚生を生産性向上やダイバーシティの推進など人事組織上の課題解決に役立てていることを特徴としている。,1,0,0,0,0,0,0,0,0,0,0
福利厚生業界の動向も説明し、働き方改革の一環と「え」の関連性もアピールした。,0,0,0,0,0,0,0,1,0,0,0
その説得のために費用対効果を重視しており、導入して目に見える効果が得にくいことがネック（現在の若者は福利厚生よりも自分の成長で仕事を選ぶのでは？と考え、社員満足度向上や人材確保に有効なのか目に見て実感できない）,0,0,1,0,0,0,0,0,0,0,0
ダイバーシティの観点からも福利厚生面の充実が求められる。,1,0,0,0,0,0,0,0,0,0,0
直近の課題としては働き方改革の法律対策。,0,0,0,0,0,0,0,1,0,0,0
また一方では離職対策でリソース確保も課題としてあり、やる気と成績が負のスパイラルに陥る人員の底上げも必要。,0,0,0,1,0,0,0,0,0,0,0
看護職の定着化、離職防止、再就業の促進,0,0,0,0,0,0,0,0,0,0,1
ただし、今後の状況として18年度健保料率84/100089/1000になり財源も厳しくなるため今まで以上に費用対効果や経費削減の動きが出てくるかもしれない、その場合、最悪「え」を廃止方向になる恐れもあるとのこと。,0,0,1,0,0,0,0,0,0,0,0
事業主は「働き方改革」の一環として社内制度を検討中。,0,0,0,0,0,0,0,1,0,0,0
ワークライフバランスの観点から一般的に福利厚生の充実が検討されている状況をご説明、特に北日本新聞の採用面での課題解決にも一助となると強調,0,0,0,0,0,0,0,1,0,0,0
ありOS導入で余暇の増進、ワークライフバランスの充実が図れる点を説明,0,0,0,0,0,0,0,1,0,0,0
別件で「働き方改革」について尋ねると、鋳物事業を中心に女子の雇用が課題とのこと。,1,0,0,0,0,0,0,1,0,0,0
働き方改革としてWLB推進についても、5年先、10年先を見据えた制度を作りたい。,0,0,0,0,0,0,0,1,0,0,0
社内課題や働き方改革での社内の動きを質問,0,0,0,0,0,0,0,1,0,0,0
目的：社員の帰属意識向上モチベーション策,0,0,0,1,0,0,0,0,0,0,0
OSがしたいのか、それとも福利厚生を改善したいのかを伺った所、多種多様なニーズに対してOSしたいとのこと。,1,0,0,0,0,0,0,0,0,0,0
また同業の利用状況を気にされていたため、業界水準を暗示しながら切り替え本気度を醸成したい。,0,0,0,0,0,0,0,0,0,1,0
新卒定着率の低さはモチベーションなのか？,0,0,0,1,0,0,0,0,0,0,0
過去正社員向けにＲ導入していたが、利用率低迷により退会。,0,0,0,0,0,0,0,0,0,1,0
（２）課長の考えとしては、職員の福利厚生が良くなるのであれば導入したいが、費用対効果がとれるかどうかが懸念,0,0,1,0,0,0,0,0,0,0,0
対象：新入社員（入会時500名だが現在700名に増えており、増員に伴いPW登録率も下がっているため新入社員への周知が必要と考える。）,0,0,0,0,0,0,0,0,0,1,0
大変興味はあるが少子化により経営課題が山積みで、経費支出の優先順位としては学生確保が最優先であり職員のための制度については現状で十分という考え方が根強いことからこれ以上のセールスは意味なし。,0,0,1,0,0,0,0,0,0,0,0
上場に向けてのブランド価値向上で、健康経営等の情報交換,1,0,0,0,0,0,0,0,0,0,0
お誕生日ポイントだけでなく、働き方改革での使い方(残業時間の削減等)やポイントプレゼントで社内コミュニケーションの活性化等もできることをご説明。,0,0,0,0,0,0,0,1,1,0,0
働き方改革や採用の観点から福利厚生は気にはしているとの事。,0,0,0,0,0,0,0,1,0,0,0
若手職員の多様化に伴い、リクルート目指し今後は風向きが変わるかも。,1,0,0,0,0,0,0,0,0,0,0
書類探し等の時間短縮風土改革ということで、大変勉強になった。,0,0,0,0,0,0,0,0,1,0,0
ばらまきみたいのはないのかライフスタイルが多様化しているため全員の要望を満たすのは無理。,1,0,0,0,0,0,0,0,0,0,0
人事部が危惧しているのが、新たな制度を導入しても現状の社内風土ではだれも活用しないのではないかとのこと。,0,0,0,0,0,0,0,0,0,1,0
福利厚生として勤続年数により海外旅行（原資：会社負担）を実施しているが、最近ではニーズが多様化（特に若い従業員があまり旅行に行きたがらない）しているため国内旅行へのシフト、又はＯＳ導入の必要性を感じているとのこと。,1,0,0,0,0,0,0,0,0,0,0
報奨制度としてミニ表彰状を1ヶ月単位でおこなっており、ハワイ旅行をプレゼントしているが従業員ニーズの多様化のため悩んでいるとのこと。,1,0,0,0,0,0,0,0,0,0,0
教育制度や保険制度など各種制度が整っていないため自社に合ったJBFができること提案してほしいとのこと。,0,1,0,0,0,0,0,0,0,0,0
BWT連携でセールスし、JBFサービス概要はご理解いただいており育児介護に特化した制度設計に興味あり。,0,0,0,0,1,0,0,0,0,0,0
社員スタッフのモチベーション向上; 社内コミュニケーションの活性化; 表彰報奨制度の見直しということで、電話セールスとメールでフォロー。,0,0,0,1,0,0,0,0,1,0,0
目的：職員のスキルアップ及びコミュニケーション円滑化,0,1,0,0,0,0,0,0,0,0,0
内容：「ワーキングマザーの今後のキャリア形成について」,0,1,0,0,0,0,0,0,0,0,0
前提として介護世代育児世代の両立復職がきわめて難しい職種,0,0,0,0,1,0,0,0,0,0,0
育児、介護などに重点があると良い,0,0,0,0,1,0,0,0,0,0,0
従業員の育児介護についても支援していきたい,0,0,0,0,1,0,0,0,0,0,0
今年度の警視総監からの言葉には「ＷＬＢ」「組織力」「女性活躍」「ダイバーシティ」のワードが多用されているため、これがキーワードとなる,1,0,0,0,0,0,0,0,0,0,0
育児介護を伸ばしていきたい意向はある,0,0,0,0,1,0,0,0,0,0,0
次年度に向けては引き続き秋田市職員互助会の更なる満足度向上で随意契約を目指しながら、一方で社内の業務効率化、生産性向上意識、売総拡大を同時並行で取り組んでいく。,0,0,0,0,0,0,0,1,0,0,0
子育て、介護といった分野に力を入れていきたい,0,0,0,0,1,0,0,0,0,0,0
本日初めてお会いした厚生会の須藤様は、OSを導入した際の費用対効果、既得権の維持を懸念されていた。,0,0,1,0,0,0,0,0,0,0,0
働き方改革が進められている中で逆の動きがでていることから、貴重な休みや週末などの休暇に役立つ「休み方改革」の提案や考えが必要になるのではと仰せ。,0,0,0,0,0,0,0,1,0,0,0
市長が変わり「働き方改革」「ワークライフバランス」と声をあげているが、実際中堅職員を中心に休みだけ増えても、、という声多数,0,0,0,0,0,0,0,1,0,0,0
大阪府警が導入している利用券と「え」のメニュー内容には、関心を持たれた様子だが、以前回った財務省支部の様に、健康促進に重きを置いた補助に特化し、それ以上の福利厚生は経費的にも厳しいとの事。,0,0,1,0,0,0,0,0,0,0,0
目的：現場の実情を知り、福利厚生の利用促進に生かす,0,0,0,0,0,0,0,0,0,1,0
次年度から長岡の事業所に総務の女性が復職するようなので、利用促進に力を入れたいとのこと。,0,0,0,0,0,0,0,0,0,1,0
ただし、ニーズの高い「育児」「介護」について、現行ベネステに比べて共済組合の「え」はサービス内容が劣ると感じており、「え」に一本化するとサービスダウンと思われる可能性が高く、解決策を相談したいとのこと。,0,0,0,0,1,0,0,0,0,0,0
人財育成に資する教育研修の機会を設けているが勤務時間外でかつ自主参加のため受講者増えず,0,1,0,0,0,0,0,0,0,0,0
介護:介護離職する職員が急増,0,0,0,0,1,0,0,0,0,0,0
働き方が多様（大学職員、病院勤務の医師看護師、研究者など）なため、休みなどの時期はバラバラ。,1,0,0,0,0,0,0,0,0,0,0
今のところで考えていることは、「健康経営」「介護育児」など。,0,0,0,0,1,0,0,0,0,0,0
県が独自に付与しているカフェポイントの業務を受託しているが、現在紙ベースにて実施しているので、経費削減と管理の観点から電子化に移行していただける様にすること。,0,0,1,0,0,0,0,0,0,0,0
福利厚生のアンケートの結果、職員の福利厚生へのニーズは多様化している。,1,0,0,0,0,0,0,0,0,0,0
一方で介護サービスの利用も増加傾向にあり福利厚生制度として職員のニーズに全体的にカバーできているのではないかと推測する。,0,0,0,0,1,0,0,0,0,0,0
今年度は業務効率化の改革(会議、決裁処理の見直しなど)が長期スパンとなってしまい、検討が延期になった組織。,0,0,0,0,0,0,0,1,0,0,0
最近、その点も落ち着き、総務課にてダイバーシティ推進を掲げてワークライフバンスセミナーなどさまざまな制度構築を進めている段階。,1,0,0,0,0,0,0,1,0,0,0
育児介護についてニーズがあるとのこと,0,0,0,0,1,0,0,0,0,0,0
昨年より離職防止を目的とした施策としてサンコレの提案を行っていたが、原資ねん出、費用対効果に疑問があり導入に至らず。,0,0,1,0,0,0,0,0,0,0,0
理由は、現在は周年イベントに予算と時間を割いている、ということと風土醸成が先か制度構築が先かの議論の中でまずはお金をかけずサンキューカードを導入することで風土醸成を行いたいという考えが強い,0,0,0,0,0,0,0,0,1,0,0
離職に関しては殆ど課題なく、「老人介護」ではなく「障碍者介護」になる為、むしろ仕事にやりがいを持って働かれる方が多いとのこと。,0,0,0,1,0,0,0,0,0,0,0
今年度より伊藤忠商事から「ライザップ」を運営する健康コーポレーションの傘下になったが、赤字経営のマルコの経費にメスが入る模様。,0,0,1,0,0,0,0,0,0,0,0
お客様のニーズを的確にとらえた多様なサービス提供,1,0,0,0,0,0,0,0,0,0,0
「え」導入の中で、200万よりも安く語学教育が行えるならば、導入実現ができるかもしれないとのこと,0,1,0,0,0,0,0,0,0,0,0
先日、人事部長と今後の福利厚生の方向性について話し合うなかで、「自己啓発」にスポットをあてる案が出た。,0,1,0,0,0,0,0,0,0,0,0
ワークスタイルイノベーション(働き方改革)の一環で、「空いた時間を自己啓発に使ってほしい」という会社のメッセージを打ち出していくためにも制度導入を検討していくことが決まった。,0,1,0,0,0,0,0,0,0,0,0
折衷案として、自己啓発をメインに、育児、介護、健康も含めた制度にしていくべきか悩み中。,0,1,0,0,0,0,0,0,0,0,0
ここで「福利厚生の底上げ」「帰属意識の向上」を目的にOS導入を実現したい。,0,0,0,1,0,0,0,0,0,0,0
ITツールを活用できるようスキルアップ、効率化を実現して、生産性向上へつなげる。,0,1,0,0,0,0,0,0,0,0,0
休みが取りにくい職場なので福利厚生制度を導入することをきっかけに風土を変えたいとは思うが現実的ではない。,0,0,0,0,0,0,0,0,1,0,0
カテゴリーとして、自己啓発育児介護を強化したい,0,1,0,0,1,0,0,0,0,0,0
人間関係の構築や仕事のやりがいを見つけ、定着率は向上した段階まで引き上げることができた際に社員還元として「福利厚生」を拡充して行く。,0,0,0,1,0,0,0,0,0,0,0
今年度より伊藤忠商事から「ライザップ」を運営する健康コーポレーションの傘下になったが、赤字経営のマルコの経費にメスが入る模様。,0,0,1,0,0,0,0,0,0,0,0
お客様のニーズを的確にとらえた多様なサービス提供,1,0,0,0,0,0,0,0,0,0,0
「え」導入の中で、200万よりも安く語学教育が行えるならば、導入実現ができるかもしれないとのこと,0,1,0,0,0,0,0,0,0,0,0
先日、人事部長と今後の福利厚生の方向性について話し合うなかで、「自己啓発」にスポットをあてる案が出た。,0,1,0,0,0,0,0,0,0,0,0
ワークスタイルイノベーション(働き方改革)の一環で、「空いた時間を自己啓発に使ってほしい」という会社のメッセージを打ち出していくためにも制度導入を検討していくことが決まった。,0,1,0,0,0,0,0,0,0,0,0
折衷案として、自己啓発をメインに、育児、介護、健康も含めた制度にしていくべきか悩み中。,0,1,0,0,0,0,0,0,0,0,0
ここで「福利厚生の底上げ」「帰属意識の向上」を目的にOS導入を実現したい。,0,0,0,1,0,0,0,0,0,0,0
ITツールを活用できるようスキルアップ、効率化を実現して、生産性向上へつなげる。,0,1,0,0,0,0,0,0,0,0,0
休みが取りにくい職場なので福利厚生制度を導入することをきっかけに風土を変えたいとは思うが現実的ではない。,0,0,0,0,0,0,0,0,1,0,0
カテゴリーとして、自己啓発育児介護を強化したい,0,1,0,0,1,0,0,0,0,0,0
人間関係の構築や仕事のやりがいを見つけ、定着率は向上した段階まで引き上げることができた際に社員還元として「福利厚生」を拡充して行く。,0,0,0,1,0,0,0,0,0,0,0
使用目的は限定的に、書籍購入資格取得に伴う通信教育受講健康増進関連等。,0,1,0,0,0,0,0,0,0,0,0
検討している理由は、数十年同じサービスを受けてきて、費用対効果の部分が気になっている。,0,0,1,0,0,0,0,0,0,0,0
教育には力を入れており、お金もかけているとのこと,0,1,0,0,0,0,0,0,0,0,0
対象カテゴリー：「育児」「介護」「教育」,0,1,0,0,0,0,0,0,0,0,0
頭取発言に「教育」が出てきたため、manebi提案。,0,1,0,0,0,0,0,0,0,0,0
以前から、自己啓発に力を入れるように言われている,0,1,0,0,0,0,0,0,0,0,0
問い合わせがあった背景としては、厚友会しての財政が悪化のため、必要なサービスには投資をし、不要なものはなくすといった費用対効果を意識した制度見直しを行っている様子。,0,0,1,0,0,0,0,0,0,0,0
Aコープ九州との合併に備え、制度改編の話が上がらないように利用促進を行う。,0,0,0,0,0,0,0,0,0,1,0
サントリーについてキーワードは「水」と「人」であり、人材育成多様な働き方には力を入れている。,1,1,0,0,0,0,0,0,0,0,0
また、予算をつぎ込むなら教育関係に充てたい考えあり。,0,1,0,0,0,0,0,0,0,0,0
採用にかかるの多大な経費、定着率向上が課題,0,0,1,0,0,0,0,0,0,0,0
福利厚生導入自体は、職員確保やイメージアップの為にも検討しているが、経費面と費用対効果への不安感で二の足を踏んでいる状況,0,0,1,0,0,0,0,0,0,0,0
自己啓発に力を入れたいが、環境を整えられていない。,0,1,0,0,0,0,0,0,0,0,0
コミュニケーションを通じてやる気を高めて欲しい。,0,0,0,1,0,0,0,0,1,0,0
担当者によると離職率が低いこともあり、病院として永年勤続賞に対し、重きを置く必要性が高くはないと感じているため、金額を多少落とす代わりに、目新しいものを導入し、経費削減にも繋げていきたいとのこと,0,0,1,0,0,0,0,0,0,0,0
C社に比べ交通局は毎年200名近い新卒採用があるため、新卒採用職員の福利厚生を既存職員と同じ制度とするためには、新会社として多大な経費負担が必要となるため拠出ができない。,0,0,1,0,0,0,0,0,0,0,0
担当者は福利厚生拡充や風土改革に意欲的だが、経営層の意識や長年の慣行がハードルになっている。,0,0,0,0,0,0,0,0,1,0,0
LIXILでは年5日間（連続）の有休が推奨されており、働き方改革につながる利用促進を行いたいとのこと。,0,0,0,0,0,0,0,0,0,1,0
制度重点項目としては、育児、介護のワークライフバランス関係。,0,0,0,0,1,0,0,1,0,0,0
バンダイグループの導入経緯や、世間一般的な働き方改革等の情報共有。,0,0,0,0,0,0,0,1,0,0,0
来期に向けた教育施策の検討も徐々に進んでおり、その中で「え」を用いた、通信教育を補完する、といった切り口も面白いとの事。,0,1,0,0,0,0,0,0,0,0,0
働き方改革にも取り組んでいるため、できた自由時間でOSの有効活用などしていきたいとのこと,0,0,0,0,0,0,0,1,0,0,0
会社からのメッセージとして、ワークライフバランスの充実を図りたいとのこと。,0,0,0,0,0,0,0,1,0,0,0
上層部より研修制度を充実させる方向で指示があり、制度改革に良いタイミング。,0,1,0,0,0,0,0,0,0,0,0
社員に対しての支援などの考えが全くなく、経費削減する事を第一に考えている。,0,0,1,0,0,0,0,0,0,0,0
保養所を持っている企業から「え」に切り替え頂いた企業も多いことを説明すると、凄く共感いただけた印象を受けた,0,0,1,0,0,0,0,0,0,0,0
会社の業績も悪く、PKGを導入するには、保養所の代替として導入を検討。,0,0,1,0,0,0,0,0,0,0,0
従業員数は約20名だが、他社に駐在している社員もいるためコミュニケーションが取れない。,0,0,0,0,0,0,0,0,1,0,0
今後、業容拡大に向けて多様なライフスタイルに対応した福利厚生制度が必要ではないか。,1,0,0,0,0,0,0,0,0,0,0
社員向けの、表彰制度を現金で支給しているが、年々社員数が増え、管理や、運用に手間がかかってきているため、サンコレの導入を検討している。,0,0,1,0,0,0,0,0,0,0,0
理由としては、社内風土も閉鎖的で社内からの導入要望が無い事と、OS導入コストが捻出できない事が上げられる。,0,0,0,0,0,0,0,0,1,0,0
具体的には共済会の立ち上げコンパクト且つユニークなな育児介護支援制度の充実等。,0,0,0,0,1,0,0,0,0,0,0
現社員については、次世代育成と、シニア活用がテーマ。,0,1,0,0,0,0,0,0,0,0,0
シニア世代が働きやすくするため、介護理由で退職しなくて済む支援制度の拡充等,0,0,0,0,1,0,0,0,0,0,0
投資教育に役立つツールとして興味あり。,0,1,0,0,0,0,0,0,0,0,0
社員の投資リテラシー向上を目的に導入を勧める。,0,1,0,0,0,0,0,0,0,0,0
今回の対象はまずは子育てと介護を必要としている方に限り検討している。,0,0,0,0,1,0,0,0,0,0,0
子育て、介護の対象以外に福利厚生を与えるつもりはないとのこと。,0,0,0,0,1,0,0,0,0,0,0
現在の課題は予算オーバー煩雑な業務パート含めた人件費,0,0,1,0,0,0,0,0,0,0,0
介護育児を特化したものを望んでいる,0,0,0,0,1,0,0,0,0,0,0
青樹会は、病院以外にも介護老人保健施設「リバーサイド百々園」、「リバーサイド希望」、老人ホーム「リバーサイド桃花苑」を経営しており、職員全体を含めた形でご検討いただくこととなった。,0,0,0,0,1,0,0,0,0,0,0
今後もJR西日本からの出向者からプロパーが増員となり人員は増えていくため、まずは次年度会報誌を全員分配布に変更する等、一層の利用促進に取り組み、売総増を図っていく,0,0,0,0,0,0,0,0,0,1,0
（今後）釧路支店に対して社員の同士のコミュニケーション強化に役立つサービスや地元sp情報などを提供し連携営業を進める。,0,0,0,0,0,0,0,0,1,0,0
ただ2013年カフェの導入なども検討した経緯があり、働き方改革女性活躍推進(現在女性管理職数％程)などある中で必要性は感じている。,0,0,0,0,0,0,0,1,0,0,0
実際現在もワークライフバランス推進活動(育休促進、消化100％等)をグループ会社へ案内している。,0,0,0,0,0,0,0,1,0,0,0
今回はえを深掘りして組合主体で推進しているワークライフバランス推進活動（時間外削減、有給50%以上、男性の育休推進の三つ）に対してもフォロー,0,0,0,0,1,0,0,1,0,0,0
テレ朝単体に関しては、育児介護に特化したメニューの利用ができるのが導入の決めて。,0,0,0,0,1,0,0,0,0,0,0
導入目的はWEB完結型サービスの拡充と事務局業務の簡素化であることを紹介。,0,0,1,0,0,0,0,0,0,0,0
理由としては互助会の経費削減の話が昨年に引き続き出ているため。,0,0,1,0,0,0,0,0,0,0,0
現状福利厚生制度はほぼ何も無い状態だが2018年～のジャスダック上場のタイミングで、企業イメージ向上のため福利厚生導入を検討したい。,1,0,0,0,0,0,0,0,0,0,0
SEとして顧客先に常駐している社員がほとんど（7割）で、同じ会社なのにコミュニケーションが希薄。,0,0,0,0,0,0,0,0,1,0,0
家事代行補助について会社として、育児の制度は潤沢だが、介護についてはまだまだ足りない。,0,0,0,0,1,0,0,0,0,0,0
に社内向け（インナー）モチベーションアップ、組織活性化手法としてサンコレ説明,0,0,0,0,0,0,0,0,1,0,0
しかし、理事メンバーからの要望もあり、今後は育児介護の強化が必要との考えあり。,0,0,0,0,1,0,0,0,0,0,0
｢育児介護｣の強化を目的に｢え｣切売提案であれば、検討の余地あり。,0,0,0,0,1,0,0,0,0,0,0
しかし、介護はニーズの把握と課題整理が先決。,0,0,0,0,1,0,0,0,0,0,0
退会理由について現在、社会福祉法人として国から「処遇改善費」という補助金が支給されており、賃金の上乗せや社員のスキルアップ、福利厚生等に使用している。,0,1,0,0,0,0,0,0,0,0,0
処遇改善費の使途は従業員の意見を重視して決定しているため、従業員に必要性を感じてもらうことが重要となる,0,0,0,0,0,0,0,0,0,1,0
予算縮小して「代替案」を4月以降に向けて考えるとのこと。,0,0,1,0,0,0,0,0,0,0,0
現在、ITS健保組合に加入しているが、育児の補助が足りないため,0,0,0,0,1,0,0,0,0,0,0
育児補助が必要な社員が増えていくし、採用にも必要だと感じている。,0,0,0,0,1,0,0,0,0,0,0
リフレッシュメインで福利厚生をより充実させようと検討し、問い合わせ,0,0,0,1,0,0,0,0,0,0,0
「女性活躍を推進させたいプラン」の詳細について知りたいため,1,0,0,0,0,0,0,0,0,0,0
今回のケースは、社会課題の解決でもあり協業する事に意義はあると思います。,1,0,0,0,0,0,0,0,0,0,0
利用率低下の可能性として、これまで周知活動は継続的に実施してきたが、職員の関心度が低く素通りされている可能性や、今年度に宿泊利用者メイン層が一気に退職したため、利用数が減ったのではないかという話がでた。,0,0,0,0,0,0,0,0,0,1,0
全員に配布し、書面の名前を施設代表者にすれば施設から恩恵を受けていることを実感し、従業員のやる気に繋がるため,0,0,0,1,0,0,0,0,0,0,0
の福利厚生を推進し、職場環境の改善を目的に福利厚生え事業を専門に取り組んでいる,0,0,0,0,0,0,0,1,0,0,0
業務を増やしたくない,0,0,1,0,0,0,0,0,0,0,0
育児介護に対し2つの課題がある。,0,0,0,0,1,0,0,0,0,0,0
若手が増えてきたので、若手職員に喜んでもらえるようなメニューと、育児介護を抱える職員様のサポートを重視。,0,0,0,0,1,0,0,0,0,0,0
意向としては民間法人として独立した以上、独自制度を構築したいが、一部に大阪市のスケールメリットを生かした制度を継続したい意見もあるとの事。,0,0,1,0,0,0,0,0,0,0,0
まだまだ若手の独身が多いので今は必要ないがいずれ育児補助も充実させたい。,0,0,0,0,1,0,0,0,0,0,0
主要社員及び家族へのアンケートの結果は良好であり、他社競合等の障壁も無いが、後は経費捻出の課題というところ。,0,0,1,0,0,0,0,0,0,0,0
先月、サンコレの費用対効果が社内で問題になったこともあり、利用が進まないのが悩みの種と仰っていた。,0,0,1,0,0,0,0,0,0,1,0
いつかは訪れる葬儀に備えるという目的で会員組織をつくり入会を促していた。,0,0,0,0,1,0,0,0,0,0,0
葬儀だけではなく、生前や葬儀後の領域までをカバーするワンストップサービスを作りたい。,0,0,0,0,1,0,0,0,0,0,0
フルＰＫＧ化（有給の取得管理等）された人事システムに重きを置いたとのこと,0,0,1,0,0,0,0,0,0,0,0
育児等で時短社員を増やしいが、そこの穴埋めする人がいないため現時点では難しい。,0,0,0,0,1,0,0,0,0,0,0
社員は若いので介護よりも育児を強化したい。,0,0,0,0,1,0,0,0,0,0,0
女性社員は少ないが、育児の福利厚生を強化したい。,0,0,0,0,1,0,0,0,0,0,0
